round,total_ul_rbg
1,57747
2,56578
3,50918
4,43604
5,46537
6,44378
7,43659
8,45659
9,42985
10,42980
11,44579
12,44030
13,43801
14,46780
15,42785
16,43218
17,43306
18,42962
19,46418
20,33062
21,31969
22,32983
23,29977
24,32188
25,31641
26,30534
27,32036
28,30799
29,31845
30,31983
31,28927
32,20712
33,21122
34,20754
35,21362
36,20783
37,20585
38,16988
39,21722
40,21908
41,21064
42,22811
43,20898
44,20233
45,20685
46,20846
47,21466
48,21129
49,20220
50,20884
51,20802
52,23525
53,21587
54,21261
55,20892
56,21685
57,20206
58,19919
59,20844
60,20599
61,20273
62,21140
63,22018
64,21633
65,21455
66,20767
67,19984
68,16481
69,21158
70,18904
71,20066
72,20751
73,22295
74,20220
75,20951
76,16660
77,21484
78,21221
79,22109
80,20066
81,20771
82,21889
83,21593
84,21421
85,12500
86,10069
87,10076
88,10523
89,10725
90,10017
91,9352
92,10860
93,10067
94,10420
95,10535
96,11166
97,10345
98,10264
99,10502
100,10249
