round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,07:44:14,07:52:13,479.432
2,6,11,5,07:52:13,08:00:14,480.888
3,11,16,5,08:00:14,08:08:10,476.17
4,16,21,5,08:08:10,08:16:11,481.191
5,21,26,5,08:16:11,08:23:27,435.247
6,26,31,5,08:23:27,08:30:53,446.074
7,31,36,5,08:30:53,08:37:56,422.924
8,36,41,5,08:37:56,08:45:29,453.366
9,41,46,5,08:45:29,08:52:56,447.241
10,46,51,5,08:52:56,09:00:31,454.409
11,51,56,5,09:00:31,09:07:56,445.365
12,56,61,5,09:07:56,09:14:38,401.475
13,61,66,5,09:14:38,09:21:30,412.81
14,66,71,5,09:21:30,09:29:11,460.367
15,71,76,5,09:29:11,09:35:24,373.013
16,76,81,5,09:35:24,09:42:52,447.908
17,81,86,5,09:42:52,09:49:52,419.985
18,86,91,5,09:49:52,09:57:28,456.383
19,91,96,5,09:57:28,10:03:51,383.096
20,96,101,5,10:03:51,10:10:52,421.338
21,101,106,5,10:10:52,10:18:03,430.465
22,106,111,5,10:18:03,10:25:50,467.055
23,111,116,5,10:25:50,10:33:37,467.073
24,116,121,5,10:33:37,10:40:50,433.101
25,121,126,5,10:40:50,10:47:55,424.86
26,126,131,5,10:47:55,10:54:25,390.446
27,131,136,5,10:54:25,11:01:10,404.545
28,136,141,5,11:01:10,11:08:12,422.378
29,141,146,5,11:08:12,11:15:15,422.199
30,146,151,5,11:15:15,11:22:54,459.617
31,151,156,5,11:22:54,11:30:39,464.331
32,156,161,5,11:30:39,11:38:03,444.169
33,161,166,5,11:38:03,11:45:07,423.838
34,166,171,5,11:45:07,11:52:24,437.339
35,171,176,5,11:52:24,11:59:57,453.169
36,176,181,5,11:59:57,12:06:50,412.659
37,181,186,5,12:06:50,12:14:36,466.099
38,186,191,5,12:14:36,12:22:21,464.973
39,191,196,5,12:22:21,12:29:40,438.88
40,196,201,5,12:29:40,12:35:39,359.509
41,201,206,5,12:35:39,12:42:08,388.33
42,206,211,5,12:42:08,12:48:30,382.227
43,211,216,5,12:48:30,12:54:56,385.96
44,216,221,5,12:54:56,13:02:41,464.901
45,221,226,5,13:02:41,13:09:01,380.152
46,226,231,5,13:09:01,13:15:24,383.649
47,231,236,5,13:15:24,13:22:09,404.747
48,236,241,5,13:22:09,13:29:30,440.892
49,241,246,5,13:29:30,13:35:22,352.095
50,246,251,5,13:35:22,13:42:27,424.502
51,251,256,5,13:42:27,13:49:19,411.826
52,256,261,5,13:49:19,13:55:59,400.504
53,261,266,5,13:55:59,14:01:51,352.257
54,266,271,5,14:01:51,14:08:48,416.674
55,271,276,5,14:08:48,14:15:45,416.546
56,276,281,5,14:15:45,14:21:35,350.917
57,281,286,5,14:21:35,14:28:21,405.907
58,286,291,5,14:28:21,14:35:16,414.163
59,291,296,5,14:35:16,14:41:40,384.175
60,296,301,5,14:41:40,14:48:00,380.536
61,301,306,5,14:48:00,14:55:24,443.596
62,306,311,5,14:55:24,15:01:46,382.207
63,311,316,5,15:01:46,15:08:21,394.92
64,316,321,5,15:08:21,15:15:06,405.351
65,321,326,5,15:15:06,15:22:33,446.836
66,326,331,5,15:22:33,15:29:27,414.16
67,331,336,5,15:29:27,15:35:57,389.186
68,336,341,5,15:35:57,15:42:56,419.96
69,341,346,5,15:42:56,15:49:52,415.31
70,346,351,5,15:49:52,15:55:57,365.337
71,351,356,5,15:55:57,16:03:16,438.375
72,356,361,5,16:03:16,16:09:39,383.63
73,361,366,5,16:09:39,16:16:30,410.393
74,366,371,5,16:16:30,16:22:46,376.8
75,371,376,5,16:22:46,16:29:31,404.574
76,376,381,5,16:29:31,16:35:18,347.541
77,381,386,5,16:35:18,16:42:05,406.822
78,386,391,5,16:42:05,16:48:54,408.412
79,391,396,5,16:48:54,16:54:46,352.402
80,396,401,5,16:54:46,17:01:08,381.686
81,401,406,5,17:01:08,17:07:47,399
82,406,411,5,17:07:47,17:14:31,404.112
83,411,416,5,17:14:31,17:20:45,373.606
84,416,421,5,17:20:45,17:27:33,408.302
85,421,426,5,17:27:33,17:33:23,350.357
86,426,431,5,17:33:23,17:40:21,418.045
87,431,436,5,17:40:21,17:47:01,399.803
88,436,441,5,17:47:01,17:53:24,382.874
89,441,446,5,17:53:24,17:59:41,377.226
90,446,451,5,17:59:41,18:05:31,350.028
91,451,456,5,18:05:31,18:11:55,383.48
92,456,461,5,18:11:55,18:18:14,379.635
93,461,466,5,18:18:14,18:24:33,378.561
94,466,471,5,18:24:33,18:30:21,348
95,471,476,5,18:30:21,18:37:21,419.714
96,476,481,5,18:37:21,18:44:00,399.471
97,481,486,5,18:44:00,18:50:18,377.949
98,486,491,5,18:50:18,18:57:50,452.107
99,491,496,5,18:57:50,19:04:42,411.381
100,496,501,5,19:04:42,19:12:08,446.902
