round,avg_ul_mcs
1,27.5724
2,27.8304
3,27.4082
4,27.7227
5,27.2503
6,27.0841
7,27.1357
8,27.6803
9,27.7205
10,27.3607
11,27.426
12,27.191
13,27.6376
14,27.3916
15,27.3316
16,27.0012
17,27.4242
18,27.7025
19,26.9904
20,27.436
21,27.4115
22,27.7628
23,27.7508
24,27.1849
25,27.6725
26,26.884
27,27.2656
28,27.2384
29,27.6166
30,27.8053
31,27.5412
32,27.6165
33,27.7582
34,26.6103
35,27.5609
36,27.508
37,27.4109
38,27.2568
39,27.5421
40,26.9723
41,26.4168
42,27.6683
43,27.5685
44,27.0907
45,27.8309
46,27.2718
47,27.6227
48,27.3963
49,27.7012
50,27.6503
51,27.6427
52,27.79
53,27.8328
54,27.668
55,27.8308
56,27.76
57,27.7545
58,27.6887
59,27.5141
60,27.2111
61,27.4181
62,27.7506
63,27.2426
64,27.8476
65,27.7234
66,27.283
67,27.6009
68,27.1856
69,27.8416
70,27.3458
71,27.5869
72,26.9187
73,27.4731
74,27.6583
75,27.582
76,27.6272
77,27.8329
78,27.0059
79,27.3266
80,27.5875
81,27.161
82,27.813
83,27.6072
84,27.7266
85,27.7035
86,27.0628
87,27.2754
88,27.7136
89,27.62
90,27.6669
91,27.4994
92,27.5248
93,27.6895
94,27.2558
95,27.0651
96,27.5797
97,27.6307
98,27.293
99,27.6101
100,27.4877
