round,ids
1,3.83807;4.64157;4.80507
2,3.93557;4.29257;4.72457;4.97706
3,4.09053
4,3.80157;4.52153;4.97607
5,2.78907;3.49957
6,3.21303;4.01156;4.55303
7,3.02803;3.35857;4.33953
8,3.27907;3.81156;3.83107;4.82907
9,2.68907;3.26003;3.43103;3.64003;3.73707
10,3.19299;3.63407;3.94507
11,3.71106;3.73556;3.87507;4.12707
12,2.78603;3.06757;3.69607
13,2.56353;2.82307;3.90153;4.17357
14,3.45804;3.74103;3.84807
15,2.04007;3.41803;4.53857
16,2.76607;3.29057;3.54706;3.56807;4.69007
17,2.43907;2.95557;3.08557
18,4.22757;4.22803;4.54103;4.73207
19,2.04903;2.28253
20,2.18153;3.83957;4.60203
21,2.56657;3.47107;3.61357;4.35807
22,3.19807;3.92057;3.96807;3.97007;4.88057
23,3.37507;4.19006;4.24807;4.28307
24,2.62157;3.11056;3.34103;3.40807;4.67357
25,3.46803;3.58457;3.88503;4.41907
26,2.78957;2.92957
27,2.81307;3.06607
28,3.05003;4.06957;4.56357
29,3.01506;3.32957;3.44557
30,3.30757;3.51553;3.77803;3.89253;3.98553
31,3.55703;4.05853;4.19207
32,2.22407;3.08703;4.63753
33,2.80453;3.13553;3.38307
34,3.20407;4.88007
35,3.03157;3.55807;3.55853;4.05857;4.84254
36,2.36607;2.99757;3.15406
37,3.67453;3.92557
38,3.38607;4.00703;4.37453
39,3.00157;3.32957;4.68857
40,1.45057;1.82607
41,2.30557;2.57207;2.72707
42,2.34157;2.51207;2.73207;3.25307
43,2.03807;2.78757;3.67257;4.34606
44,4.03907;4.33557
45,2.15953;2.80157;2.99307;3.48057
46,2.33003;3.13657;4.82407
47,2.01707;2.63757;3.54607;4.51207;4.92107
48,2.78803;3.38807;3.51657;3.72657
49,1.78457;1.84557;2.79457
50,2.09607;2.54803;3.31256;3.39857;3.40557
51,2.74256;2.89353;3.01257;4.83207
52,2.46057;3.02457;3.02653;3.05457
53,1.88657;1.97157;1.99053
54,2.55257;2.72607;3.97706;4.38357
55,3.02157;3.03453;3.10607;4.25607;4.70057
56,1.52257;1.82457;2.31457
57,2.21757;2.70557;2.75007;2.90457;3.53207
58,2.63207;2.92807;3.71107
59,2.36457;2.54257;2.65953
60,2.11603;3.30557
61,3.19807;3.50403;4.65257
62,2.26457;2.53357;3.25157;3.65358
63,2.02907;2.50407;2.58307
64,2.27557;2.75607;2.82157;3.00807;3.00807
65,2.49907;3.00457;3.47907;3.50307;4.23907
66,2.59803;2.87403;2.99557
67,2.08557;2.40957;2.55206;4.36957
68,2.44757;3.11957;4.27207
69,2.50256;3.10506;3.16507;3.16807;3.19557
70,1.96307;2.08653
71,2.51957;3.34557;3.78257;4.47157
72,2.36657;2.37957;4.74803
73,2.90307;3.82157
74,1.79007;2.18807;2.81957;3.00356
75,2.32956;2.66753;2.73503;3.18107
76,1.43507;1.74207;1.78757
77,2.75456;2.90603;2.96857;3.00553;3.38907
78,2.32253;2.70503;3.91407;4.59357
79,1.53953;2.02307;2.08757
80,2.27857;2.70306;3.09556;4.08707
81,2.19207;2.42007;3.98807;4.10956
82,2.30407;2.82657;2.82907;2.84206;3.48007
83,1.75803;2.62107;2.80257;3.35207
84,1.77207;3.04407;3.14606;4.67207
85,1.91807;2.05357;2.06157
86,2.38657;3.02457;3.86107;4.62457
87,2.51957;2.75456;3.07407
88,2.20706;2.79407;3.02256;4.96907
89,1.77457;2.13207;2.22707;3.62207
90,1.58503;1.89507;2.18953
91,2.43007;3.27307;4.01603
92,2.23703;2.76907;3.25053
93,2.08267;2.31157;3.60908;4.97558
94,1.76103;1.99757
95,2.53407;3.14603;3.32707;3.66753
96,2.41857;2.72357
97,2.29557;2.52553;3.77007;4.28157
98,3.29803;4.09003
99,3.17757;3.48656;3.55207;4.48157
100,3.12307;3.28853;4.88906
