round,ids
1,122
2,49;87
3,112;50;21
4,17
5,108;146;72
7,96;97;134
8,23;130;101
9,88;85
10,141;91;93;111;76
11,60
12,1;123
13,139
14,149;87
15,72;50;97;113
16,34;110
17,49;26;81;29
18,6;3;78
19,127;94
20,148;33;128;144
21,106;123;63
22,71;31;4
23,32;91;93
24,90;100
25,33;131;149
26,123;111
27,143;83;49
28,7;149;66;58
29,105;122;123;68
30,102;97;21;93;88
31,22;21;81
32,31;110;4
33,112;71;101;23
34,54;144;110;101
35,131
36,147;148;1;8;150
37,42;149
38,91;90;18
39,60;146;42;104
40,116;127;23;44
41,27;22;123;1;8
42,18;81;27
43,116;50;128;143;63
44,81;60;50;128;76
45,31;79;6
46,33;149;57
47,12;110;46;87
48,50;116;44
49,115;56;12
50,104;139;131;144
51,91;56
52,42;66
53,77;22;23
54,106;108;18;47
55,131;85;105
56,20;12;127;5
57,110;130;11;135;137
58,50;79;70;14
59,32;50;93;121
60,122;12;3;63
61,22;108;146;150
62,75;115;3;101
63,49;1;75
64,72;21;88
65,122;50;29;12
66,83;93;102;94
67,21;148;44;31
68,10;22;115;35
69,148;131;88;33
70,84;78;115
71,75
72,83
73,128;18
74,22;55
75,101;71;87
76,38;6;135
77,11;131;18
78,68;102;42
79,14;106;12
80,20;135;144
81,13;85;34
82,141;84;129;107
83,147;38;130
84,150;83;111;112;29
85,149;49;14;17
86,115;90;71
87,137;46;20;19
88,133;52;111
89,29;26;116;12
90,131;76
91,60;78;83
92,31;143;79;56
93,131;17;60;3;78;84
94,20;62;148;7;91;102
95,85;78;115;79
96,46;112;91;66
97,77;20
98,49;34;112;56
99,77;123;81;91;90;100
100,13;101;56;52
