round,total_ul_rbg
1,24220
2,34607
3,45114
4,41212
5,50682
6,36790
7,53011
8,48247
9,57394
10,65366
11,34277
12,46935
13,33351
14,41797
15,39814
16,34653
17,44477
18,34326
19,45021
20,44988
21,45283
22,41664
23,30309
24,29529
25,42466
26,47015
27,50831
28,51822
29,48767
30,47064
31,53034
32,41385
33,55272
34,48935
35,16603
36,51985
37,25410
38,52408
39,51460
40,41188
41,52851
42,29227
43,47676
44,51696
45,29111
46,37685
47,42507
48,35842
49,50219
50,51640
51,33337
52,37249
53,29105
54,47885
55,27572
56,38093
57,54837
58,49974
59,39415
60,50826
61,38340
62,51211
63,52734
64,43768
65,46825
66,48187
67,37304
68,40881
69,47961
70,51633
71,11464
72,15307
73,18210
74,21803
75,42841
76,33770
77,28500
78,30586
79,26991
80,43916
81,44298
82,48165
83,33975
84,51753
85,38595
86,36104
87,43187
88,36523
89,38002
90,22646
91,49521
92,47795
93,69182
94,58375
95,35912
96,44402
97,47169
98,50575
99,57244
100,43360
