round,ndi0_count,ndi1_count
1,357,4620
2,295,3551
3,361,6218
4,550,5257
5,540,7166
6,496,5731
7,626,6456
8,507,5383
9,217,8612
10,573,11881
11,482,5001
12,558,6630
13,367,2808
14,372,3700
15,261,4932
16,492,4742
17,322,5892
18,151,3426
19,497,4483
20,352,6296
21,379,4368
22,636,5504
23,234,4053
24,235,2898
25,295,4830
26,688,5413
27,390,5202
28,372,4957
29,347,4913
30,56,4871
31,405,6181
32,288,2763
33,378,6150
34,429,5194
35,144,1618
36,514,5357
37,201,2569
38,392,5723
39,438,6880
40,255,4810
41,340,5019
42,52,2366
43,185,4979
44,255,5444
45,119,2129
46,392,3879
47,125,4022
48,223,3223
49,290,5125
50,278,4237
51,503,3206
52,436,3929
53,16,2275
54,195,4328
55,36,2421
56,183,3565
57,298,6461
58,253,4927
59,55,3194
60,291,4531
61,123,4455
62,571,4992
63,576,5147
64,435,3752
65,312,4389
66,240,5151
67,139,3023
68,228,3785
69,332,5016
70,433,5888
71,107,657
72,133,1010
73,0,1695
74,269,1352
75,278,4067
76,153,2865
77,124,2710
78,163,2278
79,0,1711
80,541,4620
81,256,4278
82,507,4484
83,120,2113
84,319,4912
85,62,4177
86,167,3599
87,174,2972
88,396,2567
89,89,4342
90,253,1646
91,269,4214
92,291,4820
93,249,5967
94,33,5230
95,0,3154
96,164,4498
97,376,4964
98,220,3709
99,66,5394
100,258,4105
