round,total_ul_rbg
1,49809
2,44412
3,39198
4,39648
5,40106
6,39434
7,40601
8,39016
9,38421
10,39325
11,39183
12,42149
13,38816
14,39586
15,38684
16,40225
17,37943
18,30742
19,29457
20,28758
21,30204
22,28776
23,27969
24,28563
25,28649
26,31170
27,27545
28,29824
29,28849
30,27988
31,29203
32,27927
33,30270
34,29385
35,27782
36,30583
37,28381
38,29968
39,29571
40,27335
41,28819
42,27760
43,28416
44,28720
45,27617
46,28660
47,28592
48,28371
49,28649
50,28326
51,29739
52,27580
53,27096
54,27532
55,26906
56,28288
57,27764
58,28975
59,26800
60,28311
61,27582
62,29646
63,29676
64,29346
65,29039
66,28309
67,28896
68,28340
69,29442
70,29117
71,26979
72,28197
73,27135
74,28264
75,27951
76,27738
77,27545
78,28014
79,26849
80,29575
81,28825
82,28729
83,28123
84,28554
85,27145
86,28550
87,27411
88,29480
89,27599
90,28425
91,28969
92,29092
93,26388
94,22257
95,27362
96,27655
97,30036
98,28226
99,23004
100,28513
