round,total_tbSize
1,2250316
2,3478906
3,4287148
4,4089430
5,5033095
6,3618046
7,5357417
8,4850122
9,5350757
10,6041610
11,3386584
12,4719073
13,3329195
14,4182750
15,3733110
16,3431371
17,4243466
18,3223947
19,4384761
20,4437703
21,4514020
22,4002415
23,2788504
24,2848484
25,3975752
26,4777688
27,4996185
28,5035628
29,4706252
30,4258754
31,5184460
32,4114061
33,5328401
34,4891541
35,1661935
36,5242988
37,2433801
38,5166895
39,4868557
40,3780830
41,5126997
42,2646178
43,4464579
44,4839823
45,2797535
46,3671504
47,3972236
48,3495261
49,4835349
50,4965059
51,3339735
52,3637991
53,2635012
54,4529477
55,2520731
56,3566428
57,5097731
58,4834480
59,3605542
60,4997661
61,3566759
62,5218681
63,5382881
64,4313413
65,4506028
66,4566338
67,3515545
68,3855303
69,4496076
70,5120565
71,1234165
72,1474797
73,1626840
74,2308950
75,4270641
76,3116862
77,2694470
78,2874945
79,2404924
80,4381134
81,4302534
82,4851524
83,3220502
84,5000700
85,3544321
86,3431914
87,4005637
88,3800013
89,3501873
90,2394999
91,4768692
92,4603946
93,6564853
94,5269604
95,3209878
96,4239191
97,4718241
98,4783285
99,5175961
100,4248863
