round,avg_ul_mcs
1,27.3116
2,27.7283
3,27.4061
4,27.3181
5,27.7394
6,27.4696
7,27.5731
8,27.4871
9,27.8243
10,27.8792
11,27.5563
12,27.6427
13,27.2003
14,27.4718
15,27.4668
16,27.1242
17,27.6419
18,27.6626
19,27.1229
20,27.7853
21,27.5814
22,26.7459
23,27.1495
24,27.4561
25,27.2135
26,27.1831
27,27.6018
28,27.571
29,27.7397
30,27.78
31,27.7243
32,27.6942
33,27.7158
34,27.6025
35,27.2911
36,27.5485
37,27.0314
38,27.7122
39,27.8032
40,27.3662
41,27.5426
42,27.4603
43,27.6284
44,27.6661
45,27.5498
46,27.0215
47,27.7509
48,27.6706
49,27.6838
50,27.7118
51,26.6366
52,26.9734
53,27.8289
54,27.6493
55,27.7648
56,27.6137
57,27.5121
58,27.8014
59,27.7935
60,27.6819
61,27.7285
62,27.4525
63,27.5661
64,26.9405
65,27.3599
66,27.7785
67,27.7653
68,27.3015
69,27.4475
70,27.6613
71,27.2618
72,26.1102
73,27.7522
74,27.0136
75,27.6976
76,27.4235
77,27.6606
78,27.3589
79,27.5231
80,27.2443
81,27.6873
82,27.5233
83,27.5065
84,27.6729
85,27.7148
86,27.5361
87,27.4873
88,27.5359
89,27.6854
90,27.2101
91,27.5623
92,27.6367
93,27.8089
94,27.8379
95,27.7781
96,27.6958
97,27.5713
98,27.7048
99,27.7154
100,27.8352
